analysis_id,experiment_id,block_size_cells,nominal_scale,fold_id,large_block_id,test_rows,test_positives
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r0_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r0_c16,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r0_c6,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r0_c8,65,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r10_c10,64,63
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r10_c14,100,19
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r10_c17,50,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r10_c3,43,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r10_c6,86,68
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r11_c13,100,23
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r11_c16,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r11_c2,12,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r11_c4,36,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r11_c8,67,30
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0,b10_r12_c10,77,51
