analysis_id,experiment_id,block_size_cells,nominal_scale,fold_id,large_block_id,test_rows,test_positives
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r0_c6,81,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r0_c9,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r10_c1,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r10_c2,26,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r10_c6,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r1_c0,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r1_c10,91,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r1_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r1_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r1_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r2_c10,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r2_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r2_c5,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r3_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r3_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r3_c4,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r4_c1,78,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r4_c10,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r4_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r4_c3,96,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r4_c6,100,74
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r5_c10,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r5_c11,96,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r5_c5,100,62
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r5_c6,100,100
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r6_c0,72,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r6_c1,92,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r6_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r6_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r7_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r7_c5,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r8_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r8_c4,94,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r9_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0,b10_r9_c9,98,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c1,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c10,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c4,92,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r0_c5,85,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r10_c13,29,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r1_c1,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r1_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r1_c7,53,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r2_c0,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r2_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r2_c4,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r3_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r3_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r3_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r3_c8,89,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r4_c5,100,11
